90.0 0.428
85.0 0.547
80.0 0.686
75.0 0.901
70.0 1.136
65.0 1.393
60.0 1.650
55.0 1.922
50.0 2.226
45.0 2.444
40.0 2.743
35.0 2.954
30.0 3.247
25.0 3.419
20.0 3.738
15.0 3.767
10.0 4.098
 5.0 4.417 
