90.0 0.964
85.0 0.935
80.0 0.901
75.0 0.860
70.0 0.810
65.0 0.752
60.0 0.689
55.0 0.603
50.0 0.547
45.0 0.492
40.0 0.484
35.0 0.494
30.0 0.536
25.0 0.615
20.0 0.717
15.0 0.874
10.0 0.995
 5.0 1.240
